ticket_id,title,category_reported,domain,priority,severity,status,created_at,resolved_at,description,symptoms,impact,service_component,environment,technology_stack,root_cause,resolution_steps,runbook_available,runbook_used,manual_intervention,true_category,predicted_category,confidence_score,resolution_time_minutes
INC-1208,Duplicate alerts firing,Incident,Monitoring / Alert Noise,P3,Medium,In Progress,2025-09-23 09:25:00,,Urgent: Receiving 50+ PagerDuty pages for the same event within 2 minutes.,Receiving 50+ PagerDuty pages for the same CPU spike event within 2 minutes.,"On-call engineer overwhelmed, real alerts buried in noise.",Monitoring,Production,OpenTelemetry,Pending investigation,Pending investigation,False,False,False,Incident,Incident,0.93,
INC-1209,Tune alert thresholds to reduce noise,Improvement / Task,Monitoring / Alert Noise,P3,Low,Resolved,2025-08-05 04:09:00,2025-08-06 03:09:00,"FYI - On-call team receiving 30+ alerts per night, most not actionable. Need to tune thresholds.","On-call team receiving 30+ alerts per night, most not actionable.",Alert fatigue leading to delayed response on real incidents.,Alertmanager,Staging,Prometheus,"Alert thresholds set conservatively during initial setup, never revisited.",1. Analysed 30-day alert history. 2. Tuned thresholds per service SLA. 3. Reduced nightly alerts by 70%.,True,False,False,Improvement / Task,Improvement / Task,0.94,1380
INC-1210,Intermittent packet loss,Bug,Network / Connectivity Issues,P2,Medium,Resolved,2025-10-22 00:48:00,2025-10-23 14:48:00,"2-5% ping loss between nodes, TCP retransmits elevated. Please look into this.",Ping loss between nodes 2-5% intermittently. TCP retransmits elevated.,"Degraded performance for all real-time features, chat and notifications affected.",Internal Mesh,Staging,"WireGuard, Linux",Faulty NIC on one hypervisor host causing CRC errors.,1. Identified host with mtr. 2. Migrated VMs. 3. Raised ticket with data centre.,False,False,False,Bug,Bug,0.88,2280
INC-1211,ArgoCD app out of sync,Incident,CI/CD & Deployment Issues,P2,Medium,Closed,2025-08-04 00:50:00,2025-08-08 17:50:00,Getting complaints that ArgoCD showing OutOfSync but sync fails with permission error.,ArgoCD showing app OutOfSync but sync button fails with permission error.,"Config changes not deploying, manual kubectl apply required as workaround.",CI/CD Pipeline,Production,"Jenkins, GitHub Actions",ArgoCD service account missing ClusterRole binding after RBAC audit cleanup.,1. Identified missing binding from RBAC diff. 2. Restored binding. 3. Synced app.,True,False,False,Incident,Incident,0.84,6780
INC-1212,ArgoCD app out of sync,Bug,CI/CD & Deployment Issues,P2,High,Resolved,2026-01-17 21:45:00,2026-01-19 00:45:00,"Hey team, ArgoCD showing OutOfSync but sync fails with permission error.",ArgoCD showing app OutOfSync but sync button fails with permission error.,"Config changes not deploying, manual kubectl apply required as workaround.",CI/CD Pipeline,Production,"ArgoCD, Kustomize",ArgoCD service account missing ClusterRole binding after RBAC audit cleanup.,1. Identified missing binding from RBAC diff. 2. Restored binding. 3. Synced app.,False,False,False,Bug,Bug,0.85,1620
INC-1213,API returning 500s,Incident,Application / Backend Issues,P3,Low,Closed,2026-01-19 16:21:00,2026-01-24 08:21:00,pls check ASAP: Checkout API is failing with 500 Internal Server Error.,"Spike in 500 status codes, logs show NullPointerException in payment module.",Users cannot complete checkout (approx 200 users affected).,Notification Service,Staging,"Java, Spring Boot",Unhandled null value in payment payload from third-party provider.,1. Added null check. 2. Deployed hotfix. 3. Monitored error rates.,True,True,True,Incident,Incident,0.82,6720
INC-1214,Feature not working,Incident,Application / Backend Issues,P2,Medium,Resolved,2025-10-25 20:36:00,2025-10-27 00:36:00,pls check ASAP: Export to CSV button does nothing.,"No network request sent when clicking export button, console shows JS TypeError.","Users unable to export reports, blocking end-of-day workflows.",Order API,Production,"Java, Spring Boot",Recent refactor broke event listener binding on dynamic elements.,1. Reverted UI component commit. 2. Cleared CDN cache. 3. Re-deployed.,False,False,False,Incident,Incident,0.85,1680
INC-1215,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P2,High,In Progress,2025-08-27 10:19:00,,Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,S3 Buckets,Production,"AWS EC2, Python",Pending investigation,Pending investigation,True,True,False,Bug,Bug,0.93,
INC-1216,Implement connection pooling,Improvement / Task,Database Issues,P3,Low,Closed,2025-09-25 06:41:00,2025-09-28 18:41:00,Action item from last retro: DB connection count grows linearly with service instances. Risk of exhaustion as we scale.,DB connection count growing linearly with service instances.,Risk of connection exhaustion as we scale horizontally.,User DB,Production,Redis,Services connecting directly to DB without a connection pooler.,1. Evaluated PgBouncer. 2. Deployed in transaction mode. 3. Tuned pool sizes.,True,True,True,Improvement / Task,Improvement / Task,0.92,5040
INC-1217,Connection pool exhausted,Incident,Database Issues,P1,Critical,In Progress,2025-12-09 01:42:00,,"Customer reported: Apps cannot connect to DB, throwing pool errors.",Apps throwing 'connection pool exhausted'. DB CPU normal but no connections available.,"All DB-dependent services failing, complete platform outage.",Analytics DB,Production,"MongoDB, Python",Pending investigation,Pending investigation,True,True,False,Incident,Incident,0.95,
INC-1218,High CPU on worker nodes,Incident,Infrastructure / Cloud Issues,P1,High,In Progress,2025-11-18 10:08:00,,"Customer reported: Node CPU at 95%+, multiple pods throttled.",Node CPU at 95%+. Multiple pods throttled causing cascading slowdowns.,"System-wide latency spike, 3 services degraded simultaneously.",Celery Workers,Production,"Elasticsearch, Linux",Pending investigation,Pending investigation,True,True,False,Incident,Incident,0.89,
INC-1219,Replication lag spike,Incident,Database Issues,P2,Medium,Closed,2026-01-21 13:43:00,2026-01-26 01:43:00,Read replica falling 45 minutes behind primary.,Read replica falling 45 minutes behind primary. Analytics queries returning stale data.,"Reporting dashboards showing incorrect figures, business decisions affected.",Reporting DB,Production,"PostgreSQL, PgBouncer",Long-running migration on primary blocked replication slot.,1. Cancelled migration. 2. Rescheduled for off-peak. 3. Monitored lag until recovered.,True,True,True,Incident,Incident,0.85,6480
INC-1220,Automate log rotation configuration,Bug,Infrastructure / Cloud Issues,P3,Medium,Resolved,2025-10-26 14:59:00,2025-10-27 13:59:00,Action item from last retro: Post-incident review flagged manual log rotation as a recurring operational risk across all nodes.,Post-incident review revealed manual log rotation as recurring risk.,Recurring risk of disk full incidents across all logging nodes.,Load Balancer,Production,"Ansible, Linux",No standardised log rotation policy enforced via configuration management.,1. Added logrotate config to Ansible playbook. 2. Applied across fleet. 3. Tested.,False,False,False,Improvement / Task,Bug,0.74,1380
INC-1221,Memory leak in backend service,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-11-29 00:40:00,2025-12-01 11:40:00,"Urgent: Backend service memory growing unboundedly, pods restarting.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Frontend Webapp,Production,"Python, FastAPI",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,True,True,False,Bug,Bug,0.94,3540
INC-1222,Add retry logic to all external API calls,Improvement / Task,Misc / Edge / New Issues,P2,Medium,Resolved,2025-08-31 01:04:00,2025-09-01 02:04:00,Multiple transient failures in the past quarter required manual intervention. Need retry logic.,Multiple transient failures in past quarter with no automatic recovery.,Manual intervention required for recoverable errors.,Scheduler,Production,"Airflow, Python",No retry or circuit breaker pattern implemented for external calls.,1. Added tenacity-based retry decorator. 2. Applied to all HTTP client calls. 3. Tested.,False,False,False,Improvement / Task,Improvement / Task,0.7,1500
INC-1223,DNS resolution failing,Incident,Network / Connectivity Issues,P1,Critical,Resolved,2025-09-30 12:03:00,2025-10-03 04:03:00,pls check ASAP: Services cannot resolve internal and external domains intermittently.,Services intermittently failing to resolve internal and external domains.,Cascading failures across 4 services depending on external APIs.,Load Balancer,Production,Istio,CoreDNS pods overwhelmed by DNS flood from misconfigured ndots setting.,1. Scaled CoreDNS replicas from 2 to 5. 2. Added ndots:1 to pod DNS config. 3. Verified resolution.,False,False,True,Incident,Incident,0.99,3840
INC-1224,Webhook delivery failure,Incident,Misc / Edge / New Issues,P1,High,Resolved,2025-09-02 00:12:00,2025-09-03 09:12:00,Third-party integration not receiving webhooks since last Tuesday.,Third-party integration not receiving webhooks since last Tuesday.,"Partner integration broken, manual workaround in place.",Reporting Job,Production,Node.js,"Webhook URL changed on partner side without notification, our side still hitting old URL.",1. Contacted partner. 2. Updated webhook URL. 3. Verified delivery resumed.,False,False,False,Incident,Incident,0.76,1980
INC-1225,Timeouts on Dashboard,Bug,Application / Backend Issues,P2,Medium,Resolved,2025-08-29 18:10:00,2025-09-01 02:10:00,Dashboard takes 30+ seconds to load and then times out. It was working fine yesterday.,"Gateway timeouts (504), high latency on /metrics endpoint.",All internal users experiencing slow load times.,Frontend Webapp,Staging,"React, Node.js",Inefficient data aggregation logic causing N+1 database queries.,1. Temporarily disabled heavy widget. 2. Restarted API pods. 3. Optimised query with JOIN.,False,False,False,Incident,Bug,0.58,3360
INC-1226,Alert not firing for real outage,Incident,Monitoring / Alert Noise,P1,Critical,Resolved,2025-10-11 17:02:00,2025-10-14 13:02:00,Urgent: Service was down for 12 minutes before anyone noticed.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,Datadog,Production,OpenTelemetry,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,False,False,False,Incident,Incident,0.82,4080
INC-1227,S3 bucket access denied,Bug,Infrastructure / Cloud Issues,P2,High,In Progress,2025-09-13 20:34:00,,Application throwing AccessDenied on all file upload attempts.,Application throwing AccessDenied on all S3 PutObject calls.,File uploads broken for all users.,ELK Stack,Production,"AWS EC2, Python",Pending investigation,Pending investigation,False,False,True,Incident,Bug,0.61,
INC-1228,Add automated smoke tests post-deploy,Improvement / Task,CI/CD & Deployment Issues,P3,Low,Resolved,2025-12-16 02:28:00,2025-12-17 00:28:00,Tech debt item: Post-incident review showed deployment issues could be caught in 2 minutes with basic smoke tests.,Post-incident review showed deployment issue could have been caught in 2 minutes.,Deployments currently have no automated health validation step.,ArgoCD,Production,"ArgoCD, Kustomize",Smoke test suite exists locally but never integrated into pipeline.,1. Added smoke test stage to Jenkins pipeline. 2. Auto-rollback on failure. 3. Tested.,False,False,True,Improvement / Task,Improvement / Task,0.84,1320
INC-1229,Memory leak in backend service,Bug,Application / Backend Issues,P2,Medium,Resolved,2026-01-16 22:40:00,2026-01-18 20:40:00,"Urgent: Backend service memory growing unboundedly, pods restarting.","RSS memory growing unboundedly, OOM killer terminating pods every 6 hours.",Service restarts causing 2-3 min downtime every 6 hours for all users.,Reporting Job,Production,"React, Node.js",Celery worker holding reference to large object after task completion.,1. Identified object with memory profiler. 2. Added explicit del. 3. Redeployed.,False,False,True,Bug,Bug,0.88,2760
INC-1230,Pod crash looping,Improvement / Task,Infrastructure / Cloud Issues,P2,Medium,Resolved,2026-01-13 12:51:00,2026-01-14 04:51:00,"Payment service pods in CrashLoopBackOff, restarting every 30s.",CrashLoopBackOff on payment-service pods. Restarts every 30 seconds.,"Payment service fully down, all transactions failing.",EC2 Fleet,Staging,"Elasticsearch, Linux",Missing environment variable after config map was accidentally deleted.,1. Checked pod logs. 2. Restored config map from git. 3. Pods stabilised.,True,True,False,Bug,Improvement / Task,0.57,960
INC-1231,Alert not firing for real outage,Bug,Monitoring / Alert Noise,P2,Medium,Resolved,2025-11-28 20:50:00,2025-12-01 01:50:00,Service was down for 12 minutes before anyone noticed. It was working fine yesterday.,Service was down for 12 minutes before anyone noticed. No alert fired.,Delayed detection significantly worsened incident impact.,Datadog,Production,OpenTelemetry,Alert rule targeting wrong metric label after Prometheus federation change.,1. Fixed label selector in alert rule. 2. Verified with promtool. 3. Added alert test.,False,False,False,Bug,Bug,0.77,3180
